model,contract,item,dim,passed,reason,words,stratum
deepseek-v4-pro,"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.txt",F4,faithfulness,True,"Every risk cited corresponds to explicit contractual provisions regarding goodwill assignment, indemnification carve-outs, license scope, and vesting terms.",2851,short
deepseek-v4-pro,"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.txt",C1,coverage,True,"Both contracting entities, WCC and XLI, are clearly identified in the brief.",2851,short
deepseek-v4-pro,"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.txt",C2,coverage,True,The purpose accurately summarizes the sponsorship and promotional exchange of services for stock and products.,2851,short
deepseek-v4-pro,"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.txt",C3,coverage,True,Material obligations for both WCC and XLI are comprehensively included.,2851,short
deepseek-v4-pro,"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.txt",C4,coverage,True,"The term, expiration, and specific conditions for early cancellation are accurately captured from the contract.",2851,short
deepseek-v4-pro,"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.txt",C5,coverage,True,"Key risk allocations including mutual indemnification with negligence carve-outs, non-exclusive licensing, goodwill assignment, and termination rights are all addressed.",2851,short
deepseek-v4-pro,"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.txt",U1,usability,True,"The brief provides sufficient context on parties, obligations, and risks to be understood independently.",2851,short
deepseek-v4-pro,"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.txt",U2,usability,True,The note uses concise bullet points and paraphrasing rather than copying long contract clauses.,2851,short
deepseek-v4-pro,"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.txt",U3,usability,True,Obligations and risks clearly specify the responsible party and the exact nature of the duty or exposure.,2851,short
deepseek-v4-pro,ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC ALLIANCE AGREEMENT.txt,F1,faithfulness,True,"The brief correctly names UTEK Corporation and World Energy Solutions, both of which are explicitly identified as parties in the contract.",2909,short
deepseek-v4-pro,ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC ALLIANCE AGREEMENT.txt,F2,faithfulness,True,All listed obligations accurately reflect specific clauses in the main agreement and Exhibit A without misattribution or invention.,2909,short
deepseek-v4-pro,ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC ALLIANCE AGREEMENT.txt,F3,faithfulness,True,"The brief accurately states the 12-month initial term, mutual renewal option, and 30-day termination notice period as specified in the contract.",2909,short
deepseek-v4-pro,ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC ALLIANCE AGREEMENT.txt,F4,faithfulness,True,"Every risk cited, including the stock vesting schedule, 24-month non-acquisition restriction, lack of fiduciary duty, and assignment rights, is directly supported by contract text.",2909,short
deepseek-v4-pro,ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC ALLIANCE AGREEMENT.txt,C1,coverage,True,Both UTEK Corporation and World Energy Solutions are clearly identified as the contracting parties.,2909,short
deepseek-v4-pro,ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC ALLIANCE AGREEMENT.txt,C2,coverage,True,The purpose accurately summarizes the strategic alliance focused on identifying and facilitating technology acquisitions from academic and government sources.,2909,short
deepseek-v4-pro,ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC ALLIANCE AGREEMENT.txt,C3,coverage,True,"The brief outlines key duties for both UTK (service provision, confidentiality) and AVDU (payment, non-solicitation, information sharing).",2909,short
deepseek-v4-pro,ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC ALLIANCE AGREEMENT.txt,C4,coverage,True,"The initial duration, renewal mechanism, and termination notice requirements are all correctly captured.",2909,short
deepseek-v4-pro,ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC ALLIANCE AGREEMENT.txt,C5,coverage,True,"Material risk allocations such as mutual indemnification, unilateral termination rights, non-solicitation/exclusivity restrictions, and subsidiary assignment rights are all noted.",2909,short
deepseek-v4-pro,ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC ALLIANCE AGREEMENT.txt,U1,usability,True,"The briefing note provides a clear, standalone summary of the agreement's parties, purpose, obligations, term, and risks without requiring external context.",2909,short
deepseek-v4-pro,ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC ALLIANCE AGREEMENT.txt,U2,usability,True,The note uses concise bullet points and paraphrases rather than copying long contractual clauses verbatim.,2909,short
deepseek-v4-pro,ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC ALLIANCE AGREEMENT.txt,U3,usability,True,"Each obligation and risk explicitly identifies the responsible party and specifies concrete terms, amounts, or timeframes instead of using vague language.",2909,short
deepseek-v4-pro,WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,F1,faithfulness,True,Both eGain Communications Corporation and Eliance Corporation are explicitly named as parties in the contract.,2955,medium
deepseek-v4-pro,WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,F2,faithfulness,True,Every listed obligation is directly traceable to specific contract sections and correctly attributed to the responsible party.,2955,medium
deepseek-v4-pro,WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,F3,faithfulness,True,"The stated initial term, automatic renewal mechanism, notice periods, and termination triggers exactly match Section 10.1.",2955,medium
deepseek-v4-pro,WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,F4,faithfulness,True,"All cited risks, including liability caps, warranty disclaimers, fee adjustments, and data access rights, are explicitly supported by the contract text.",2955,medium
deepseek-v4-pro,WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,C1,coverage,True,Both contracting parties are clearly identified in the briefing note.,2955,medium
deepseek-v4-pro,WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,C2,coverage,True,The purpose accurately summarizes the agreement as a hosting arrangement for web-based software and online message processing.,2955,medium
deepseek-v4-pro,WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,C3,coverage,True,Material obligations for both eGain and the Customer are comprehensively listed.,2955,medium
deepseek-v4-pro,WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,C4,coverage,True,"The term duration, renewal conditions, and termination rights are fully and accurately captured.",2955,medium
deepseek-v4-pro,WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,C5,coverage,True,"Key risk allocations such as liability limits, indemnities, warranty disclaimers, and unilateral fee adjustments are all mentioned.",2955,medium
deepseek-v4-pro,WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,U1,usability,True,"The note provides a complete, standalone summary that requires no external context to understand.",2955,medium
deepseek-v4-pro,WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,U2,usability,True,The briefing uses concise bullet points and avoids verbatim clause dumping.,2955,medium
deepseek-v4-pro,WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,U3,usability,True,Each point clearly specifies the responsible party and the exact nature of the obligation or risk without vague boilerplate.,2955,medium
deepseek-v4-pro,SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,F1,faithfulness,True,"The brief correctly names EuroTel Bratislava a.s. and Sicap Ltd, which exactly match the contracting parties in the preamble.",3435,medium
deepseek-v4-pro,SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,F2,faithfulness,True,"All listed obligations for both parties are directly supported by specific clauses in the contract, such as 1.1, 1.2, 2.2, 3.1, and 7.3.1.",3435,medium
deepseek-v4-pro,SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,F3,faithfulness,True,"The stated effective date, two-year initial term, auto-renewal mechanism, and notice periods precisely align with clause 7.5.",3435,medium
deepseek-v4-pro,SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,F4,faithfulness,True,"Every risk mentioned, including liability exclusions, service suspension for non-payment, deemed acceptance of price increases, and cost allocation for failed visits, is explicitly stated in clauses 1.1, 3.1, 7.3.3, 7.5, and 7.6.",3435,medium
deepseek-v4-pro,SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,C1,coverage,True,"Both contracting parties, EuroTel Bratislava a.s. and Sicap Ltd, are clearly identified in the brief.",3435,medium
deepseek-v4-pro,SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,C2,coverage,True,The purpose accurately summarizes the contract's title and preamble regarding maintenance and support for specific SICAP modules replacing a prior annex.,3435,medium
deepseek-v4-pro,SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,C3,coverage,True,"The brief comprehensively lists material duties for both Sicap Ltd (support, response times) and EuroTel (first-level maintenance, payments, notifications).",3435,medium
deepseek-v4-pro,SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,C4,coverage,True,"The term, expiration, auto-renewal conditions, and price adjustment/termination windows are fully and accurately captured.",3435,medium
deepseek-v4-pro,SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,C5,coverage,True,"Key risk allocations such as the exclusion of indirect liability, suspension rights for non-payment, deemed acceptance of new pricing, and cost liabilities for inaccessible sites are all included.",3435,medium
deepseek-v4-pro,SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,U1,usability,True,"The structured JSON format clearly presents all essential contract details, allowing a reader to understand the agreement without external reference.",3435,medium
deepseek-v4-pro,SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,U2,usability,True,"The brief uses concise, paraphrased bullet points rather than copying long verbatim text from the contract.",3435,medium
deepseek-v4-pro,SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,U3,usability,True,"Each obligation and risk explicitly identifies the responsible party and the specific duty or exposure, avoiding vague or generic language.",3435,medium
deepseek-v4-pro,PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT.txt,F1,faithfulness,True,All three parties named in the brief exactly match the contracting parties listed in the contract preamble.,3596,medium
deepseek-v4-pro,PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT.txt,F2,faithfulness,True,Every obligation listed corresponds to specific contract sections with accurate party attribution and no invented terms.,3596,medium
deepseek-v4-pro,PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT.txt,F3,faithfulness,True,"The contract lacks any fixed duration, expiration, or renewal clauses, making the 'not specified' designation accurate.",3596,medium
deepseek-v4-pro,PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT.txt,F4,faithfulness,True,All cited risks are directly traceable to specific contract provisions or accurately reflect the absence of standard protective clauses.,3596,medium
deepseek-v4-pro,PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT.txt,C1,coverage,True,"Marv Enterprises, LLC, Premier Biomedical, Inc., and Technology Health, Inc. are all correctly identified as the contracting parties.",3596,medium
deepseek-v4-pro,PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT.txt,C2,coverage,True,The purpose accurately captures the agreement's dual function as an exclusive IP license and a joint venture for COVID-19 treatment development.,3596,medium
deepseek-v4-pro,PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT.txt,C3,coverage,True,"The brief outlines THI's financial and reporting duties, Premier's joint development role, and Marv's limited consultative role and explicit lack of capital-raising obligations.",3596,medium
deepseek-v4-pro,PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT.txt,C4,coverage,True,"The term is correctly reported as unspecified since the contract contains no duration, expiration, or renewal provisions.",3596,medium
deepseek-v4-pro,PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT.txt,C5,coverage,True,"Key risk allocations including license reversion triggers, exclusivity scope, time-is-of-the-essence clauses, and the absence of liability caps are all addressed.",3596,medium
deepseek-v4-pro,PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT.txt,U1,usability,True,"The note clearly defines parties, purpose, obligations, term, and risks, enabling full comprehension without referencing the source contract.",3596,medium
deepseek-v4-pro,PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT.txt,U2,usability,True,The content is summarized in concise bullet points without verbatim clause copying or unnecessary detail.,3596,medium
deepseek-v4-pro,PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT.txt,U3,usability,True,"Obligations and risks specify exact amounts, deadlines, responsible parties, and consequences, avoiding vague or boilerplate language.",3596,medium
deepseek-v4-pro,ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT AGREEMENT.txt,F1,faithfulness,True,Both parties are correctly named as they appear in the contract.,3770,medium
deepseek-v4-pro,ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT AGREEMENT.txt,F2,faithfulness,True,All listed obligations accurately reflect the contract's terms and are correctly attributed to the respective parties.,3770,medium
deepseek-v4-pro,ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT AGREEMENT.txt,F3,faithfulness,True,"The term accurately reflects the redacted duration and start date specified in the contract, with no renewal mentioned.",3770,medium
deepseek-v4-pro,ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT AGREEMENT.txt,F4,faithfulness,True,"All risks cited are directly supported by specific contract clauses regarding exclusivity, repayment, termination, indemnities, and dispute resolution.",3770,medium
deepseek-v4-pro,ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT AGREEMENT.txt,C1,coverage,True,"Both contracting parties, Tom Watson and Adams Golf, Ltd., are clearly identified.",3770,medium
deepseek-v4-pro,ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT AGREEMENT.txt,C2,coverage,True,The purpose accurately summarizes the endorsement and exclusivity arrangement central to the agreement.,3770,medium
deepseek-v4-pro,ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT AGREEMENT.txt,C3,coverage,True,"Material obligations for both Adams Golf (compensation, supply, ad approval) and Watson (exclusivity, promotion, tournament minimums) are included.",3770,medium
deepseek-v4-pro,ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT AGREEMENT.txt,C4,coverage,True,"The start date, redacted duration, and lack of renewal provisions are correctly captured.",3770,medium
deepseek-v4-pro,ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT AGREEMENT.txt,C5,coverage,True,"Key risk allocations including exclusivity, indemnities, unilateral termination rights, repayment obligations, and arbitration are all mentioned.",3770,medium
deepseek-v4-pro,ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT AGREEMENT.txt,U1,usability,True,"The note provides a clear, standalone summary of the agreement's structure, duties, and risks.",3770,medium
deepseek-v4-pro,ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT AGREEMENT.txt,U2,usability,True,The content is concisely summarized without verbatim clause dumping.,3770,medium
deepseek-v4-pro,ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT AGREEMENT.txt,U3,usability,True,"Obligations and risks explicitly state which party bears them and under what conditions, avoiding vague language.",3770,medium
deepseek-v4-pro,FreezeTagInc_20180411_8-K_EX-10.1_11139603_EX-10.1_Sponsorship Agreement.txt,F1,faithfulness,True,"The brief correctly names Freeze Tag, Inc. and the American Diabetes Association, Inc., exactly as they appear in the contract preamble.",4102,medium
deepseek-v4-pro,FreezeTagInc_20180411_8-K_EX-10.1_11139603_EX-10.1_Sponsorship Agreement.txt,F2,faithfulness,True,All listed obligations are directly supported by specific sections or attachments in the contract and are correctly attributed to the respective parties.,4102,medium
deepseek-v4-pro,FreezeTagInc_20180411_8-K_EX-10.1_11139603_EX-10.1_Sponsorship Agreement.txt,F3,faithfulness,True,"The stated commencement and expiration dates match Section 3 of the contract, and the note correctly notes the absence of renewal terms.",4102,medium
deepseek-v4-pro,FreezeTagInc_20180411_8-K_EX-10.1_11139603_EX-10.1_Sponsorship Agreement.txt,F4,faithfulness,True,"Every risk cited, including termination rights, indemnity scope, IP restrictions, and governing law, is explicitly grounded in the corresponding contract clauses.",4102,medium
deepseek-v4-pro,FreezeTagInc_20180411_8-K_EX-10.1_11139603_EX-10.1_Sponsorship Agreement.txt,C1,coverage,True,"Both contracting entities, Freeze Tag, Inc. and the American Diabetes Association, Inc., are clearly identified in the parties field.",4102,medium
deepseek-v4-pro,FreezeTagInc_20180411_8-K_EX-10.1_11139603_EX-10.1_Sponsorship Agreement.txt,C2,coverage,True,The purpose accurately summarizes the agreement as a national sponsorship for a specific wellness campaign to advance the Association's mission.,4102,medium
deepseek-v4-pro,FreezeTagInc_20180411_8-K_EX-10.1_11139603_EX-10.1_Sponsorship Agreement.txt,C3,coverage,True,"The key obligations section includes distinct duties for both the Company and the Association, as well as mutual responsibilities.",4102,medium
deepseek-v4-pro,FreezeTagInc_20180411_8-K_EX-10.1_11139603_EX-10.1_Sponsorship Agreement.txt,C4,coverage,True,"The term field accurately captures the start and end dates, references the early termination provision, and correctly notes the lack of renewal terms.",4102,medium
deepseek-v4-pro,FreezeTagInc_20180411_8-K_EX-10.1_11139603_EX-10.1_Sponsorship Agreement.txt,C5,coverage,True,"The risks section comprehensively addresses the contract's key allocations regarding termination, indemnification, IP ownership, exclusivity, and approval rights.",4102,medium
deepseek-v4-pro,FreezeTagInc_20180411_8-K_EX-10.1_11139603_EX-10.1_Sponsorship Agreement.txt,U1,usability,True,"The briefing note provides all necessary context, definitions, and financial details so a reader can fully understand the agreement without consulting the original text.",4102,medium
deepseek-v4-pro,FreezeTagInc_20180411_8-K_EX-10.1_11139603_EX-10.1_Sponsorship Agreement.txt,U2,usability,True,"The note uses concise bullet points and paraphrases effectively, avoiding any lengthy verbatim clause extraction.",4102,medium
deepseek-v4-pro,FreezeTagInc_20180411_8-K_EX-10.1_11139603_EX-10.1_Sponsorship Agreement.txt,U3,usability,True,"Each obligation and risk clearly identifies the responsible party and specifies exact amounts, timeframes, or conditions, avoiding vague boilerplate language.",4102,medium
deepseek-v4-pro,PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement2.txt,F1,faithfulness,True,Both parties named in the brief exactly match the contracting entities identified in the contract preamble.,4870,medium
deepseek-v4-pro,PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement2.txt,F2,faithfulness,True,"Each listed obligation corresponds directly to specific contract sections governing development, testing, payment, confidentiality, and indemnification.",4870,medium
deepseek-v4-pro,PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement2.txt,F3,faithfulness,True,"The stated term accurately reflects Section 1, which ties duration to project completion or termination without a fixed end date.",4870,medium
deepseek-v4-pro,PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement2.txt,F4,faithfulness,True,"Every cited risk, including termination rights, IP retention, moral rights waiver, indemnities, and assignment provisions, is explicitly supported by the contract text.",4870,medium
deepseek-v4-pro,PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement2.txt,C1,coverage,True,The brief correctly identifies both Dot Com LLC and Pelican Delivers Inc. as the contracting parties.,4870,medium
deepseek-v4-pro,PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement2.txt,C2,coverage,True,The purpose accurately summarizes the agreement as a software development contract for a specific application phase with IP transfer to the client.,4870,medium
deepseek-v4-pro,PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement2.txt,C3,coverage,True,"The key obligations section clearly delineates duties for both the Developer and the Client across development, testing, payment, and confidentiality.",4870,medium
deepseek-v4-pro,PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement2.txt,C4,coverage,True,"The term is correctly captured as starting on the effective date and continuing until project completion or termination, with no fixed expiration or renewal terms.",4870,medium
deepseek-v4-pro,PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement2.txt,C5,coverage,True,"The brief adequately highlights major risk allocations including broad indemnities, unilateral termination rights, IP ownership distinctions, and assignment permissions.",4870,medium
deepseek-v4-pro,PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement2.txt,U1,usability,True,"The note provides sufficient context on parties, scope, duties, duration, and risks to be fully understood independently.",4870,medium
deepseek-v4-pro,PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement2.txt,U2,usability,True,"The content is presented as concise, synthesized bullet points without copying lengthy contractual language.",4870,medium
deepseek-v4-pro,PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement2.txt,U3,usability,True,Each obligation and risk explicitly identifies the responsible party and includes specific conditions or timeframes rather than vague statements.,4870,medium
deepseek-v4-pro,AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT.txt,F1,faithfulness,True,All three parties listed in the brief exactly match the entities named in the contract preamble.,5780,medium
deepseek-v4-pro,AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT.txt,F2,faithfulness,True,Every obligation cited corresponds directly to specific contract sections and is correctly attributed to the responsible party.,5780,medium
deepseek-v4-pro,AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT.txt,F3,faithfulness,True,"The start date, end date, Kmart termination condition, and explicit note that no renewal is specified all align perfectly with Section 2(c).",5780,medium
deepseek-v4-pro,AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT.txt,F4,faithfulness,True,"Each risk mentioned is directly supported by contract provisions covering termination triggers, IP ownership, indemnification scope, and sales channel restrictions.",5780,medium
deepseek-v4-pro,AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT.txt,C1,coverage,True,The brief explicitly identifies all three contracting entities found in the agreement's opening clause.,5780,medium
deepseek-v4-pro,AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT.txt,C2,coverage,True,The purpose accurately captures the endorsement license for eyewear products and the reciprocal royalty and performance obligations.,5780,medium
deepseek-v4-pro,AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT.txt,C3,coverage,True,"The brief outlines material duties for both the licensor (endorsement, appearances) and the licensee (royalties, insurance, quality control, records).",5780,medium
deepseek-v4-pro,AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT.txt,C4,coverage,True,"The term duration, expiration date, conditional early termination right, and absence of renewal provisions are all correctly captured.",5780,medium
deepseek-v4-pro,AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT.txt,C5,coverage,True,"Key risk allocations including indemnities, unilateral termination rights, IP ownership by SW, and exclusivity parameters are all addressed.",5780,medium
deepseek-v4-pro,AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT.txt,U1,usability,True,"The structured summary provides complete context on parties, terms, duties, and risks without requiring reference to the original document.",5780,medium
deepseek-v4-pro,AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT.txt,U2,usability,True,The note uses concise bullet points and summaries rather than copying lengthy verbatim contract clauses.,5780,medium
deepseek-v4-pro,AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT.txt,U3,usability,True,Each obligation and risk clearly identifies the responsible party and the specific duty or exposure without using vague boilerplate language.,5780,medium
deepseek-v4-pro,GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.txt,F1,faithfulness,True,"Both Excite, Inc. and CyberShop are correctly named exactly as they appear in the contract preamble.",5880,medium
deepseek-v4-pro,GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.txt,F2,faithfulness,True,All listed obligations accurately reflect the specific duties assigned to Excite and CyberShop across Sections 1 through 13.,5880,medium
deepseek-v4-pro,GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.txt,F3,faithfulness,True,The brief accurately summarizes the performance-based term with a two-year minimum as explicitly defined in Section 9(a).,5880,medium
deepseek-v4-pro,GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.txt,F4,faithfulness,True,"Every cited risk, including liability caps, termination triggers, and control over placement, is directly supported by Sections 6, 9, 13, 14, and 15.",5880,medium
deepseek-v4-pro,GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.txt,C1,coverage,True,"The brief correctly identifies both Excite, Inc. and CyberShop as the contracting parties.",5880,medium
deepseek-v4-pro,GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.txt,C2,coverage,True,The purpose accurately describes the agreement as a sponsorship and advertising deal for promotional placements in exchange for fees and revenue share.,5880,medium
deepseek-v4-pro,GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.txt,C3,coverage,True,"The brief comprehensively lists material obligations for both Excite, such as delivering placements and reporting, and CyberShop, such as paying fees and sharing data.",5880,medium
deepseek-v4-pro,GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.txt,C4,coverage,True,"The term description correctly captures the launch date, performance-based duration, two-year minimum, and absence of a formal renewal clause.",5880,medium
deepseek-v4-pro,GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.txt,C5,coverage,True,"Key risk allocations such as liability caps, mutual indemnities, termination rights, and dispute resolution mechanisms are all explicitly noted.",5880,medium
deepseek-v4-pro,GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.txt,U1,usability,True,The note provides sufficient context and detail for a reader to understand the deal structure without needing the original contract.,5880,medium
deepseek-v4-pro,GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.txt,U2,usability,True,The information is concisely summarized in bullet points without copying long verbatim clauses.,5880,medium
deepseek-v4-pro,GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.txt,U3,usability,True,Obligations and risks clearly specify the responsible party and the exact conditions or timeframes involved.,5880,medium
deepseek-v4-pro,"NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT.txt",F1,faithfulness,True,Both parties named in the brief are explicitly identified in the contract's preamble and signature blocks.,6029,medium
deepseek-v4-pro,"NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT.txt",F2,faithfulness,True,All listed obligations for both Ingram Micro and NETGEAR are directly supported by specific sections of the agreement.,6029,medium
deepseek-v4-pro,"NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT.txt",F3,faithfulness,True,"The initial one-year term, automatic renewal, and ninety-day termination notice exactly match Section 15 of the contract.",6029,medium
