contract,stratum,word_count,strict_json_ok,parse_error,fields_ok,brief_json,call_error,tokens_in,tokens_out,finish_reason,latency_s,cost_usd,raw_path
ENERGYXXILTD_05_08_2015-EX-10.13-Transportation AGREEMENT.txt,long,9243,True,,True,"{""parties"": [""ENERGY XXI GULF COAST, INC. (Shipper)"", ""ENERGY XXI USA, INC. (Transporter)""], ""purpose"": ""This agreement is for the transportation of Crude Petroleum by Transporter for Shipper on Transporter's Gathering System. The agreement outlines the terms and conditions for the transportation service, including nominations, rates, quality specifications, and operating procedures."", ""key_obligations"": [""Transporter is obligated to accept and transport Shipper's Crude Petroleum and redeliver it at the Delivery Point"", ""Shipper is obligated to pay transportation charges and other applicable fees"", ""Transporter is responsible for administering the Gravity Bank and making adjustments for differences in crude quality"", ""Shipper is responsible for providing information on acidized wells and reimbursing Transporter for extra costs incurred due to unspent acids""], ""term"": ""30 days' prior written notice for termination"", ""risks"": [""Transporter has the right to reject shipments that do not meet quality specifications"", ""Shipper is liable for losses resulting from disputes, encumbrances, or failure of title to the Crude Petroleum"", ""Transporter has a lien on all Crude Petroleum delivered to secure payment of transportation charges"", ""Shipper and Transporter have indemnification obligations for claims and losses arising out of the agreement""]}",,15150,277,stop,18.66,0.01604,results/raw/20260825T121324__summary__llama-3.3-70b__ENERGYXXILTD_05_08_2015-EX-10.13-Transpo.txt
CerenceInc_20191002_8-K_EX-10.4_11827494_EX-10.4_Intellectual Property Agreement.txt,long,9608,True,,True,"{""parties"": [""Nuance Communications, Inc. (licensor)"", ""Cerence Inc. (licensee)""], ""purpose"": ""The agreement governs the allocation and licensing of intellectual property rights between Nuance Communications, Inc. and Cerence Inc. in connection with the spin-off of Cerence Inc."", ""key_obligations"": [""Nuance Communications, Inc. is to grant licenses to Cerence Inc. under certain intellectual property rights"", ""Cerence Inc. is to grant licenses to Nuance Communications, Inc. under certain intellectual property rights"", ""Both parties are to execute intellectual property assignments and cooperate in recording the transfers of intellectual property rights""], ""term"": ""not specified"", ""risks"": [""Limitation of liability for indirect, special, punitive or consequential damages"", ""Disclaimer of representations and warranties regarding the intellectual property rights licensed under the agreement"", ""Unilateral termination right by Nuance prior to the distribution""]}",,13548,190,stop,6.25,0.01429,results/raw/20260825T121331__summary__llama-3.3-70b__CerenceInc_20191002_8-K_EX-10.4_11827494.txt
PareteumCorp_20081001_8-K_EX-99.1_2654808_EX-99.1_Hosting Agreement.txt,long,10213,True,,True,"{""parties"": [""T-Mobile Netherlands B.V. (host)"", ""Elephant Talk Communication Holding AG (MVNE)""], ""purpose"": ""The agreement is for T-Mobile to provide hosting services to Elephant Talk, enabling Elephant Talk to offer mobile telecommunications services to its customers. The services will be provided using the T-Mobile network."", ""key_obligations"": [""T-Mobile (host) shall provide the Hosting Services as described in Appendix 1"", ""Elephant Talk (MVNE) shall purchase the Hosting Services from T-Mobile and pay the prices stated in Appendix 2"", ""T-Mobile (host) shall support Elephant Talk in fulfilling its legal obligations under Dutch law with respect to lawful interception"", ""Elephant Talk (MVNE) shall maintain a customer support organization for its customers""], ""term"": ""Initial term of *** from the Commercial Launch Date, with automatic extension for consecutive *** periods until termination notice is given"", ""risks"": [""T-Mobile may suspend or terminate the Hosting Services without liability in certain circumstances"", ""Elephant Talk is liable for damages caused by its customers"", ""Limitation of liability for direct damage to physical goods or personal injury"", ""Indemnification for breach of intellectual property rights""]}",,15142,247,stop,8.4,0.016,results/raw/20260825T121339__summary__llama-3.3-70b__PareteumCorp_20081001_8-K_EX-99.1_265480.txt
EtonPharmaceuticalsInc_20191114_10-Q_EX-10.1_11893941_EX-10.1_Development Agreement.txt,long,10256,True,,True,"{""parties"": [""Eton Pharmaceuticals, Inc. (licensee)"", ""Aucta Pharmaceuticals, Inc. (licensor)""], ""purpose"": ""This agreement grants Eton Pharmaceuticals an exclusive license to develop, manufacture, and market Aucta's pharmaceutical products in the United States. The agreement outlines the terms and conditions of the license, including payment schedules and royalty rates."", ""key_obligations"": [""Aucta is responsible for developing and registering the products"", ""Eton is responsible for marketing and distributing the products"", ""Aucta shall provide Eton with regulatory and compliance-related documents"", ""Eton shall pay Aucta licensing fees and royalties""], ""term"": ""until termination or expiration, with termination possible upon breach, bankruptcy, or at Eton's discretion after FDA approval"", ""risks"": [""indemnification obligations for both parties"", ""limitation of liability for indirect damages"", ""unilateral termination rights for both parties"", ""exclusivity restrictions on Aucta's ability to research and develop similar products""]}",,14749,214,stop,5.85,0.01556,results/raw/20260825T121345__summary__llama-3.3-70b__EtonPharmaceuticalsInc_20191114_10-Q_EX-.txt
VERTICALNETINC_04_01_2002-EX-10.19-MAINTENANCE AND SUPPORT AGREEMENT.txt,long,10705,True,,True,"{""parties"": [""VerticalNet, Inc. (VNI) and VerticalNet Enterprises LLC (VNE) (collectively 'Vert') (service provider)"", ""Converge, Inc. (Converge) (service recipient)""], ""purpose"": ""This Maintenance and Support Agreement is for the provision of maintenance and support services by VNE to Converge for certain proprietary software products. The agreement outlines the terms and conditions for the provision of these services."", ""key_obligations"": [""VNE is obligated to provide Maintenance and Support Services, including responding to Problem Reports and Support Requests, and providing Converge with Maintenance Updates"", ""Converge is obligated to pay a minimum fee of $4,500,000 for VNE's provision of the Services during the Initial Term"", ""VNE is obligated to provide Professional Services, including training and support, as agreed upon in Work Plans or Final SOWs"", ""Converge is obligated to provide remote access to its servers for VNE to fulfill its maintenance and support obligations""], ""term"": ""Initial Term: October 1, 2001 to March 31, 2003; renewable for up to three additional one-year terms upon mutual written agreement"", ""risks"": [""Liability for consequential or special damages is disclaimed"", ""VNE's maximum aggregate liability is limited to the amounts paid by Converge for the relevant Services or Enhancements"", ""Converge is responsible for paying for and securing license rights to any third-party technology required for the provision or use of Converge-Requested Enhancements"", ""Either party may terminate the agreement upon an Event of Default by the other party""]}",,15028,341,stop,8.8,0.01598,results/raw/20260825T121354__summary__llama-3.3-70b__VERTICALNETINC_04_01_2002-EX-10.19-MAINT.txt
ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement1.txt,long,12904,True,,True,"{""parties"": [""ScanSource, Inc. (Distributor)"", ""Cisco Systems, Inc. (Cisco)""], ""purpose"": ""This agreement is for the nonexclusive distribution of Cisco products and services by ScanSource, Inc. The agreement outlines the terms and conditions for the distribution, including pricing, payment, shipping, and support."", ""key_obligations"": [""Cisco is obligated to provide products and services to Distributor"", ""Distributor is obligated to purchase and resell products and services to resellers and end users"", ""Distributor must provide support to resellers and end users"", ""Cisco is obligated to provide technical assistance and support to Distributor""], ""term"": ""2 years, with option to extend for up to 1 year"", ""risks"": [""Liability is limited to the amount paid for products and services"", ""Distributor is responsible for indemnifying Cisco against claims arising from breach of proprietary rights and software licensing"", ""Cisco has the right to terminate the agreement for convenience or due to Distributor's material breach"", ""Distributor has no right to damages or indemnification in the event of termination""]}",,18020,229,stop,13.92,0.01898,results/raw/20260825T121408__summary__llama-3.3-70b__ScansourceInc_20190822_10-K_EX-10.38_117.txt
TELEGLOBEINTERNATIONALHOLDINGSLTD_03_29_2004-EX-10.10-CONSTRUCTION AND MAINTENANCE AGREEMENT.txt,long,15095,True,,True,"{""parties"": [""Advantel (Initial Party)"", ""C&W (Initial Party)"", ""China Telecom (Initial Party)"", ""China Unicom (Initial Party)"", ""Concert Ltd (Initial Party)"", ""Chunghwa Telecom (Initial Party)"", ""CWHKTI (Initial Party)"", ""Global One (Initial Party)"", ""JT (Initial Party)"", ""KDD (Initial Party)"", ""KPN (Initial Party)"", ""KT (Initial Party)"", ""Layer 2 (Initial Party)"", ""MCIITI (Initial Party)"", ""MFN (Initial Party)"", ""NCIC (Initial Party)"", ""NTT Com (Initial Party)"", ""Onelink (Initial Party)"", ""PLDT (Initial Party)"", ""SingTel (Initial Party)"", ""StarHub (Initial Party)"", ""Teleglobe (Initial Party)"", ""Telstra (Initial Party)"", ""TFN (Initial Party)"", ""TM (Initial Party)"", ""Williams (Initial Party)""], ""purpose"": ""The agreement is for the construction and maintenance of the Asia Pacific Cable Network 2 (APCN 2), a submarine cable system. The parties will work together to design, build, and operate the APCN 2."", ""key_obligations"": [""Each Terminal Party is responsible for the operation and maintenance of their respective Segment T"", ""The Terminal Parties shall provide and maintain transit facilities within their respective countries"", ""The Parties shall comply with all applicable laws and regulations"", ""The Management Committee shall make decisions and take actions necessary to effectuate the purposes of the agreement""], ""term"": ""25 years from the Ready For Service Date, terminable thereafter by agreement of the parties"", ""risks"": [""Liability for damages or losses caused by a party's failure to perform its obligations"", ""Indemnification of other parties for costs, expenses, damages, and demands arising out of or in connection with a claim against a party"", ""Risk of termination of a party's participation in the agreement due to default or failure to make payments""]}",,20109,412,stop,11.02,0.02134,results/raw/20260825T121419__summary__llama-3.3-70b__TELEGLOBEINTERNATIONALHOLDINGSLTD_03_29_.txt
ReynoldsConsumerProductsInc_20200121_S-1A_EX-10.22_11948918_EX-10.22_Service Agreement.txt,long,17207,True,,True,"{""parties"": [""Reynolds Group Holdings Inc. (Provider)"", ""Reynolds Consumer Products Inc. (Recipient)""], ""purpose"": ""The agreement is for the provision of transition services to facilitate the separation of Reynolds Consumer Products Inc. from Reynolds Group Holdings Inc."", ""key_obligations"": [""Reynolds Group Holdings Inc. shall provide transition services as described in Exhibit A"", ""Reynolds Consumer Products Inc. shall provide reverse transition services as described in Exhibit B"", ""Reynolds Group Holdings Inc. and Reynolds Consumer Products Inc. shall cooperate in good faith to develop a detailed plan for migrating RCP's IT systems""], ""term"": ""12 months from the Commencement Date"", ""risks"": [""Liability for losses is limited to the fees paid under the agreement"", ""Indemnification obligations for breaches of the agreement"", ""Unilateral termination rights for material breach or insolvency""]}",,24078,188,stop,9.45,0.02524,results/raw/20260825T121428__summary__llama-3.3-70b__ReynoldsConsumerProductsInc_20200121_S-1.txt
NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.txt,long,18608,True,,True,"{""parties"": [""Nice Systems Ltd (NICE)"", ""Flextronics Israel Ltd (Contractor)""], ""purpose"": ""The agreement is for the provision of manufacturing outsourcing services by Flextronics Israel Ltd to Nice Systems Ltd. The services include purchase, assembly, manufacture, configuration, testing, and delivery of NICE products."", ""key_obligations"": [""NICE is obligated to provide forecasts and purchase orders"", ""Contractor is obligated to perform the manufacturing outsourcing services"", ""Contractor is obligated to provide warranty services"", ""NICE is obligated to pay for the services""], ""term"": ""3 years with automatic renewal for an indefinite period"", ""risks"": [""Contractor's liability for indirect damages is capped at $5,000,000"", ""NICE's liability for indirect damages is capped at $5,000,000"", ""Unilateral termination rights by NICE with 45 days' notice"", ""Intellectual property indemnification by Contractor and NICE""]}",,26725,201,stop,13.58,0.028,results/raw/20260825T121442__summary__llama-3.3-70b__NICELTD_06_26_2003-EX-4.5-OUTSOURCING_AG.txt
DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement.txt,long,26789,True,,True,"{""parties"": [""Dova Pharmaceuticals, Inc. (grantor)"", ""Valeant Pharmaceuticals North America LLC (co-promoter)""], ""purpose"": ""The agreement is for the co-promotion of Dova's product DOPTELET in the United States. Dova grants Valeant the right to detail and promote the product in the specialty in the territory."", ""key_obligations"": [""Dova is responsible for regulatory matters and manufacturing"", ""Valeant is responsible for conducting promotional activities and detailing the product"", ""Dova shall pay Valeant a promotion fee based on annual net sales""], ""term"": ""4 years from the effective date"", ""risks"": [""Valeant's material failure to comply with applicable laws may be deemed a material breach"", ""Dova's failure to supply sufficient quantities of the product may impact Valeant's promotion fee"", ""Either party may terminate the agreement for material breach or insolvency""]}",,37631,192,stop,9.4,0.03934,results/raw/20260825T121451__summary__llama-3.3-70b__DovaPharmaceuticalsInc_20181108_10-Q_EX-.txt
GRANTIERRAENERGYINC_05_07_2012-EX-10.6-TRANSPORTATION CONTRACT.txt,long,35339,True,,True,"{""parties"": [""Ecopetrol S.A. (owner)"", ""Solana Petroleum Exploration Colombia Limited (sender)""], ""purpose"": ""The agreement is for the transportation of liquid hydrocarbons through the Trasandino Pipeline and Mansoy\u00e1-Orito pipeline."", ""key_obligations"": [""Ecopetrol S.A. is obliged to ship the crude oil through the pipeline"", ""Solana Petroleum Exploration Colombia Limited is obliged to pay the shipping fee""], ""term"": ""From January 30, 2012 until July 29, 2012"", ""risks"": [""Ecopetrol S.A. is not responsible for faults in the service or losses, damage or deterioration of the crude oil due to excusable events"", ""Solana Petroleum Exploration Colombia Limited is liable for any damage caused to Ecopetrol S.A. due to its default on obligations""]}",,50588,182,stop,10.22,0.0528,results/raw/20260825T121501__summary__llama-3.3-70b__GRANTIERRAENERGYINC_05_07_2012-EX-10.6-T.txt
HarpoonTherapeuticsInc_20200312_10-K_EX-10.18_12051356_EX-10.18_Development Agreement.txt,long,38518,True,,True,"{""parties"": [""Harpoon Therapeutics, Inc. (licensor)"", ""AbbVie Biotechnology Ltd (licensee)""], ""purpose"": ""The agreement is for the development and commercialization of certain licensed compounds and products. Harpoon grants AbbVie an exclusive option to obtain licenses for these compounds and products."", ""key_obligations"": [""Harpoon: to perform initial development activities"", ""AbbVie: to exercise its option and pay associated fees and milestones"", ""Harpoon: to supply technology and information for development purposes"", ""AbbVie: to commercialize the licensed products""], ""term"": ""until the expiration of the last royalty term or the failure of AbbVie to exercise its option"", ""risks"": [""indemnification obligations"", ""liability for third-party claims"", ""termination rights for material breach or insolvency"", ""exclusivity restrictions on Harpoon""]}",,54531,186,stop,22.88,0.05691,results/raw/20260825T121524__summary__llama-3.3-70b__HarpoonTherapeuticsInc_20200312_10-K_EX-.txt
PhasebioPharmaceuticalsInc_20200330_10-K_EX-10.21_12086810_EX-10.21_Development Agreement.txt,long,45650,True,,True,"{""parties"": [""PhaseBio Pharmaceuticals Inc. (developer)"", ""SFJ Pharmaceuticals X, Ltd. (funder)""], ""purpose"": ""The agreement is for the co-development of a product, PB2452, for the reversal of the effects of the Ticagrelor Compound. SFJ will provide funding for the development of the product in exchange for potential approval payments."", ""key_obligations"": [""PhaseBio Pharmaceuticals Inc. will conduct the Phase 3 Trial in the US and European Clinical Trial Countries"", ""SFJ Pharmaceuticals X, Ltd. will conduct the Phase 3 Trial in the Designated Asian Countries"", ""PhaseBio Pharmaceuticals Inc. will use Commercially Reasonable Efforts to obtain Regulatory Approval for the Product"", ""SFJ Pharmaceuticals X, Ltd. will pay development costs up to $120 million""], ""term"": ""until the earlier of termination or payment of the last Approval Payment"", ""risks"": [""PhaseBio Pharmaceuticals Inc. is liable for product liability claims"", ""SFJ Pharmaceuticals X, Ltd. has the right to terminate the agreement if PhaseBio Pharmaceuticals Inc. fails to meet certain milestones or breaches the agreement"", ""PhaseBio Pharmaceuticals Inc. has the right to terminate the agreement if SFJ Pharmaceuticals X, Ltd. fails to make payments or breaches the agreement"", ""Indemnification obligations for both parties""]}",,63621,273,stop,12.73,0.06645,results/raw/20260825T121537__summary__llama-3.3-70b__PhasebioPharmaceuticalsInc_20200330_10-K.txt
