contract,stratum,word_count,strict_json_ok,parse_error,fields_ok,brief_json,call_error,tokens_in,tokens_out,finish_reason,latency_s,cost_usd,raw_path
CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT.txt,long,8396,True,,True,"{""parties"": [""Corio Inc. (licensee and hosting provider)"", ""Commerce One, Inc. (licensor and software owner)""], ""purpose"": ""This agreement grants Corio a license to host, use, and sublicense Commerce One's proprietary software and MarketSite.net Service to its customers, and establishes terms for joint marketing, support, and revenue sharing."", ""key_obligations"": [""Commerce One must grant Corio licenses to host, use, demonstrate, and distribute the software."", ""Commerce One must deliver the software, provide installation and implementation support, and supply ongoing maintenance and training."", ""Commerce One must deposit the software source code into an escrow account."", ""Corio must pay license, maintenance, support, and revenue-sharing fees to Commerce One."", ""Corio must secure binding end-user license agreements from its customers before granting them access to the software."", ""Corio must provide routine technical support to its customers and maintain accurate financial records subject to audit by Commerce One.""], ""term"": ""Initial term of five (5) years, automatically renewing for successive one (1) year periods unless either party provides written notice of termination at least 30 days prior to the expiration of the current term."", ""risks"": [""Liability cap: Each party's liability is limited to the amounts paid by Corio for the relevant transaction in the 12 months preceding the claim (excluding IP indemnification)."", ""Exclusion of damages: Neither party is liable for lost profits, substitute goods, or indirect, special, or consequential damages."", ""IP Indemnity: Commerce One must indemnify Corio against third-party intellectual property infringement claims."", ""Termination rights: Either party may terminate for an uncured material breach (after a 30-day cure period) or immediately upon the other party's insolvency."", ""Audit penalty: Corio must reimburse Commerce One for audit costs if an inspection reveals an underpayment of more than 5%."", ""IP Ownership: Corio owns interface developments it creates solely, but if Commerce One provides ongoing support for them, Commerce One retains ownership.""]}",,12331,478,stop,19.88,0.0304,results/raw/20260825T121701__summary__gemini-3.1-pro__CORIOINC_07_20_2000-EX-10.5-LICENSE_AND_.txt
ENERGYXXILTD_05_08_2015-EX-10.13-Transportation AGREEMENT.txt,long,9243,True,,True,"{""parties"": [""ENERGY XXI GULF COAST, INC. (Shipper)"", ""ENERGY XXI USA, INC. (Transporter)""], ""purpose"": ""This agreement establishes the terms and conditions under which the Transporter will gather and transport the Shipper's Crude Petroleum through its Grand Isle Gathering System in exchange for specified rates and charges."", ""key_obligations"": [""Shipper must nominate crude petroleum volumes in advance, provide necessary line fill and tank bottom inventory, and pay all applicable transportation and handling charges."", ""Shipper must ensure delivered crude meets quality and pressure specifications, and provide necessary pumping and injection equipment."", ""Transporter must accept, transport, and redeliver the Shipper's accepted Crude Petroleum to the Delivery Point, subject to capacity apportionment and system integrity."", ""Transporter must administer a Gravity Bank to adjust for differences in crude quality and perform measurement and testing of receipts and deliveries.""], ""term"": ""Commences on March 11, 2015, and continues until terminated by either party upon 30 days' prior written notice."", ""risks"": [""Transporter has absolute discretion to shut down operations without liability to Shipper for safety, maintenance, or operational integrity reasons."", ""Transporter may reject non-conforming or contaminated crude, with Shipper bearing all liability and disposal costs for contaminated crude."", ""Transporter holds a lien on Shipper's crude petroleum and may sell it at a private sale to satisfy unpaid invoices."", ""Both parties waive rights to consequential, incidental, indirect, special, punitive, exemplary, or treble damages."", ""Shipper warrants title to the crude and is responsible for any losses resulting from title disputes or encumbrances."", ""Mutual indemnification for respective operations and breaches, with Shipper additionally indemnifying Transporter for upstream and downstream activities."", ""Both parties irrevocably waive their right to a jury trial.""]}",,15206,431,stop,19.47,0.03558,results/raw/20260825T121720__summary__gemini-3.1-pro__ENERGYXXILTD_05_08_2015-EX-10.13-Transpo.txt
CerenceInc_20191002_8-K_EX-10.4_11827494_EX-10.4_Intellectual Property Agreement.txt,long,9608,True,,True,"{""parties"": [""Nuance Communications, Inc. (Assignor/Licensor/Licensee)"", ""Cerence Inc. (Assignee/Licensor/Licensee)""], ""purpose"": ""To record the transfer of intellectual property rights in connection with a spin-off and to grant cross-licenses to each party's patents, technology, and data for use in their respective fields."", ""key_obligations"": [""Both parties: Execute specific IP assignment agreements for patents, trademarks, domain names, and invention disclosures."", ""Assignee party: File the IP assignment agreements with the appropriate governmental authorities at its own cost."", ""Both parties: Cooperate to release any outstanding security interests attached to the transferred IP."", ""Nuance: Grant SpinCo a worldwide, non-exclusive, fully paid-up, perpetual license to use Nuance Patents and Shared Technology Assets within the SpinCo Field of Use."", ""SpinCo: Grant Nuance a worldwide, non-exclusive, fully paid-up, perpetual license to use SpinCo Patents and Shared Technology Assets within the Nuance Field of Use."", ""Both parties: Refrain from challenging the other party's IP rights, reverse engineering shared technology, or combining shared technology with open source software."", ""Both parties: Protect and prevent unauthorized disclosure of the other party's Confidential Technical Information.""], ""term"": ""Perpetual and irrevocable licenses; the agreement has no fixed expiration but may be terminated by Nuance prior to the Distribution or by mutual written agreement."", ""risks"": [""Unilateral termination: Nuance can terminate the agreement at its sole discretion at any time prior to the Distribution."", ""Liability cap: Mutual waiver of liability for any indirect, special, punitive, or consequential damages."", ""Warranty disclaimer: IP is licensed 'as is' with no warranties regarding non-infringement, merchantability, fitness, or validity."", ""No IP maintenance: Neither party is obligated to prosecute, maintain, or secure any patent or IP rights."", ""No technical assistance: Neither party is required to provide technical support or furnish IP-related documents to the other."", ""Sublicensing risks: Parties remain fully liable for any breaches of the agreement committed by their permitted sublicensees.""]}",,13717,500,stop,22.27,0.03343,results/raw/20260825T121743__summary__gemini-3.1-pro__CerenceInc_20191002_8-K_EX-10.4_11827494.txt
PareteumCorp_20081001_8-K_EX-99.1_2654808_EX-99.1_Hosting Agreement.txt,long,10213,True,,True,"{""parties"": [""T-Mobile Netherlands B.V. (Host/Provider)"", ""Elephant Talk Communication Holding AG (Mobile Virtual Network Enabler / Purchaser)""], ""purpose"": ""To establish the terms under which T-Mobile provides wholesale mobile network hosting services to Elephant Talk, enabling Elephant Talk to act as a Mobile Virtual Network Enabler (MVNE) and offer mobile telecommunication services to its partners via the T-Mobile network."", ""key_obligations"": [""T-Mobile must provide the Hosting Services and ensure network connectivity from the Ready for Service Date."", ""T-Mobile must provide second-line customer care support to Elephant Talk's back office."", ""Elephant Talk must pay upfront development costs and ongoing charges for the Hosting Services."", ""Elephant Talk must provide quarterly traffic forecasts and maintain a first-line customer support organization for its customers."", ""Elephant Talk must ensure its infrastructure complies with T-Mobile's technical specifications and manage the installation and maintenance of the leased line to the T-Mobile network.""], ""term"": ""An initial period of a redacted duration from the Commercial Launch Date, automatically renewing for consecutive redacted periods unless terminated with a redacted notice period prior to the end of the initial term."", ""risks"": [""Elephant Talk is subject to an exclusivity/non-compete restriction preventing it from obtaining similar hosting services from others in the Netherlands during the Initial Term."", ""Liability for direct physical damage or personal injury is capped at redacted amounts per event and per 12-month period."", ""Liability for material breach is capped at a redacted amount per 12-month period."", ""Neither party is liable for indirect or consequential losses."", ""Elephant Talk indemnifies T-Mobile against high usage, fraud, bad debts of its customers, third-party claims related to its customer relationships, and IP infringement."", ""T-Mobile has unilateral rights to suspend or terminate services without liability for suspected fraud, unauthorized use, or network maintenance."", ""T-Mobile may require Elephant Talk to provide financial security (e.g., a bank guarantee) under certain conditions.""]}",,15263,469,stop,20.86,0.03615,results/raw/20260825T121803__summary__gemini-3.1-pro__PareteumCorp_20081001_8-K_EX-99.1_265480.txt
EtonPharmaceuticalsInc_20191114_10-Q_EX-10.1_11893941_EX-10.1_Development Agreement.txt,long,10256,True,,True,"{""parties"": [""Eton Pharmaceuticals, Inc. (Licensee/Marketer)"", ""Aucta Pharmaceuticals, Inc. (Licensor/Developer)""], ""purpose"": ""An exclusive license and product development agreement under which Aucta grants ETON the exclusive rights to market, distribute, and sell specific pharmaceutical products in the United States, while Aucta retains responsibility for product development and regulatory approval."", ""key_obligations"": [""Aucta must fund and execute all development, manufacturing, and regulatory activities required for FDA approval of the products."", ""Aucta must maintain the approved Dossiers and manage patent prosecution and maintenance."", ""ETON must use commercially reasonable efforts to market, distribute, and sell the products in the Territory."", ""ETON must pay Aucta up to $5 million in licensing fees, up to $18 million in commercial milestones, and royalties based on Net Sales."", ""ETON must enter into a commercial supply agreement with a contract manufacturing organization, and Aucta must enter into one with an API supplier.""], ""term"": ""Effective upon ETON executing a commercial supply agreement and FDA acceptance of the Dossier (by September 2, 2019), continuing indefinitely until terminated by either party under the conditions specified in Section 11."", ""risks"": [""Non-compete restriction: Aucta is prohibited from developing or selling more than two products containing Lamotrigine during the Term and for two years thereafter."", ""Unilateral termination right: ETON may terminate the agreement at its sole discretion if FDA approval is not obtained by December 31, 2020, or at any time post-approval with 180 days' written notice."", ""Indemnities: Both parties provide mutual indemnification for third-party claims arising from their respective operational responsibilities, material breaches, or negligence/willful misconduct."", ""Limitation of liability: The contract excludes liability for indirect, special, incidental, consequential, or exemplary damages for both parties."", ""Litigation risk sharing: While Aucta bears costs for general IP litigation, ANDA litigation costs and control are shared equally between both parties.""]}",,14750,480,stop,18.97,0.03526,results/raw/20260825T121822__summary__gemini-3.1-pro__EtonPharmaceuticalsInc_20191114_10-Q_EX-.txt
VERTICALNETINC_04_01_2002-EX-10.19-MAINTENANCE AND SUPPORT AGREEMENT.txt,long,10705,True,,True,"{""parties"": [""VerticalNet, Inc. (VNI) and VerticalNet Enterprises LLC (VNE) (collectively 'Vert') (service providers)"", ""Converge, Inc. (Converge) (customer)""], ""purpose"": ""This agreement establishes the terms under which Vert will provide maintenance, support, and professional services to Converge for proprietary software products previously licensed to Converge."", ""key_obligations"": [""VNE must provide maintenance and support services, including delivering maintenance updates and responding to problem reports and support requests."", ""VNE must provide professional services, such as training and developing requested enhancements, subject to a defined quarterly allocation of hours."", ""Converge must provide Level 1 help-desk support to its users and perform initial problem isolation before escalating issues to VNE."", ""Converge must pay an Initial Term Minimum Fee of $4,500,000 in 18 equal monthly installments of $250,000, plus reimburse reasonable expenses and pay for out-of-scope services."", ""Converge must provide VNE with remote access to its servers to allow VNE to perform the support services.""], ""term"": ""Initial term from October 1, 2001 to March 31, 2003; renewable only upon mutual written agreement for up to three additional one-year terms."", ""risks"": [""Liability cap: A party's maximum liability is limited to the amounts paid by Converge for the specific enhancement, or for support services, the amounts paid during the three months immediately preceding the claim."", ""Damage exclusions: Both parties disclaim liability for special, incidental, exemplary, or consequential damages, including lost profits, and Vert disclaims liability for data loss or usage interruption."", ""IP Ownership: Vert retains sole ownership of all Converge-Requested Enhancements, and Converge grants Vert a broad, perpetual, worldwide license to use Converge-Independent Materials."", ""Non-solicitation: Mutual restriction on soliciting the other party's employees or independent contractors during the term and for one year thereafter."", ""Tax gross-up: Converge must gross up payments to VNE if Converge reorganizes as a foreign entity and payments become subject to withholding taxes."", ""Automatic termination: The agreement automatically terminates if the underlying Subscription License Agreement is terminated.""]}",,14943,526,stop,22.96,0.0362,results/raw/20260825T121845__summary__gemini-3.1-pro__VERTICALNETINC_04_01_2002-EX-10.19-MAINT.txt
ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement1.txt,long,12904,True,,True,"{""parties"": [""ScanSource, Inc. (Distributor)"", ""Cisco Systems, Inc. (Cisco)""], ""purpose"": ""This agreement appoints ScanSource, Inc. as a nonexclusive value-added distributor of Cisco hardware, software, and services to authorized resellers within the United States."", ""key_obligations"": [""Distributor must use best efforts to distribute products solely to authorized Resellers within the designated Territory."", ""Distributor must provide warranty services and technical support to its Resellers."", ""Distributor must maintain accurate records, submit required reports, and allow Cisco to audit its records."", ""Cisco must supply accepted orders for products and services and provide partner-level technical support to the Distributor."", ""Cisco must provide price protection credits to the Distributor for products in inventory or in-transit if Cisco announces a general price decrease.""], ""term"": ""Two (2) years from the Effective Date, with Cisco having the right to extend the term for up to one (1) additional year via written notice."", ""risks"": [""Either party may terminate the agreement for convenience without cause upon written notice."", ""Cisco may terminate the agreement immediately for Distributor's breach of proprietary rights, trademarks, confidentiality, or export restrictions."", ""Liability for both parties is capped at the greater of a specified amount or the amounts paid under the agreement during a specified preceding period, excluding Distributor's breach of IP/software licenses."", ""Both parties waive consequential, special, and indirect damages, except for Distributor's breach of IP/software licenses."", ""Distributor must indemnify Cisco for unauthorized warranty commitments, misrepresentations, and violations of applicable laws."", ""Cisco indemnifies Distributor against third-party intellectual property infringement claims, subject to certain conditions and exceptions.""]}",,18357,405,stop,20.64,0.04157,results/raw/20260825T121906__summary__gemini-3.1-pro__ScansourceInc_20190822_10-K_EX-10.38_117.txt
TELEGLOBEINTERNATIONALHOLDINGSLTD_03_29_2004-EX-10.10-CONSTRUCTION AND MAINTENANCE AGREEMENT.txt,long,15095,True,,True,"{""parties"": [""Initial Parties including Advantel, C&W, China Telecom, China Unicom, Concert Ltd, Chunghwa Telecom, CWHKTI, Global One, JT, KDD, KPN, KT, Layer 2, MCIITI, MFN, NCIC, NTT Com, Onelink, PLDT, SingTel, StarHub, Teleglobe, Telstra, TFN, TM, and Williams (Investors/Owners)"", ""Terminal Parties including China Telecom, CWHKTI, Chunghwa Telecom, KDD, Korea Telecom, NTT Com, PLDT, SingTel, and Telekom Malaysia (Owners and operators of Terminal Stations)"", ""Other Signatory Parties including APT Satellite, Bayan Telecommunications, China Netcom, Communications Authority of Thailand, CTI International, Dacom, edge2net, Eastern Telecommunications Philippines, Global Access, Globe Telecom, GNG Networks, GTE Intelligent Network Service, PT Indosat, Maxis International, New World Telephone, NTT Com Asia, Onse Telecom, Telia AB, and TT dotCom (Investors/Owners)""], ""purpose"": ""To establish the terms and conditions for the engineering, provision, construction, operation, and maintenance of the Asia Pacific Cable Network 2 (APCN 2) fiber optic submarine cable system."", ""key_obligations"": [""Terminal Parties: Provide, operate, and maintain their respective terrestrial terminal stations (Segment T) and grant other parties rights of use and direct access to these stations."", ""Terminal Parties (as Maintenance Authorities): Jointly operate and maintain the submarine wet segment (Segment S)."", ""Procurement Group: Act on behalf of the parties to contract with suppliers for the construction and installation of the wet segment."", ""Central Billing Party (CBP): Render bills and manage the collection and distribution of payments for capital and operation and maintenance costs."", ""All Parties: Pay their proportionate share of the capital costs and operation and maintenance (O&M) costs.""], ""term"": ""Initial period of 25 years following the Ready for Service (RFS) Date. Terminable thereafter by mutual agreement, or any party may terminate its individual participation after the initial period with at least one year's prior written notice."", ""risks"": [""Exclusion of Liability: Parties are not liable to each other for indirect or consequential losses, loss of profits, or damages arising from delays, breakdowns, or service interruptions."", ""Indemnification: Each party must indemnify the others against third-party claims arising from their ownership, limited to their proportionate share of liability."", ""Default Risk: If a party fails to pay its billed costs and remains in default for two months after notification, its allocated capacity may be reclaimed without any refund or credit, while it remains liable for past debts."", ""Procurement Group Immunity: Members of the Procurement Group are not liable to other parties for supplier failures, delays, or system performance issues."", ""Several Liability: The liability of the parties is strictly several, not joint or collective.""]}",,19834,664,stop,28.5,0.04764,results/raw/20260825T121935__summary__gemini-3.1-pro__TELEGLOBEINTERNATIONALHOLDINGSLTD_03_29_.txt
ReynoldsConsumerProductsInc_20200121_S-1A_EX-10.22_11948918_EX-10.22_Service Agreement.txt,long,17207,True,,True,"{""parties"": [""Reynolds Group Holdings Inc. (Provider/Recipient)"", ""Reynolds Consumer Products Inc. (Provider/Recipient)""], ""purpose"": ""To facilitate the separation of Reynolds Consumer Products Inc. from Reynolds Group Holdings Inc. following an initial public offering by establishing the terms under which each party will provide transitional services to the other."", ""key_obligations"": [""RGHI must provide Transition Services and IT Migration Services to RCP as detailed in Exhibit A."", ""RCP must provide Reverse Transition Services to RGHI as detailed in Exhibit B."", ""The Provider must perform services at a quality substantially similar to the 12-month period prior to the agreement and in accordance with applicable laws."", ""The Recipient must pay the specified fees, out-of-pocket expenses, and applicable taxes for the services received."", ""Both parties must protect Confidential Information, comply with security regulations, and cooperate to obtain necessary third-party consents."", ""RCP must use commercially reasonable efforts to replace, cash collateralize, or backstop all RGHI Letters of Credit and Guarantees.""], ""term"": ""Commences on the agreement date and terminates when the term for all individual services has expired (individual service terms range from 12 to 24 months as specified in the Exhibits)."", ""risks"": [""Liability Cap: A party's liability is limited to the fees paid for the specific service that resulted in the loss."", ""Damage Waivers: Neither party is liable for indirect, special, punitive, or consequential damages, or lost profits/revenues."", ""Warranty Disclaimer: Services are provided 'AS IS' with all implied warranties disclaimed."", ""Exclusive Remedy: Indemnification is the sole monetary remedy for breach, and repeat performance or fee refund is the sole remedy for breach of the Service Standard (except for willful misconduct)."", ""Termination for Convenience: The receiving party may generally terminate individual services for convenience upon 30 days' notice, triggering an obligation to pay unamortized costs."", ""IP Restrictions: No IP ownership is transferred; RCP must cease using 'Reynolds' corporate names and trademarks by the third anniversary of the Commencement Date unless separately licensed.""]}",,25217,486,stop,22.37,0.05627,results/raw/20260825T121957__summary__gemini-3.1-pro__ReynoldsConsumerProductsInc_20200121_S-1.txt
NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.txt,long,18608,,,,,"RateLimitError: Error code: 429 - [{'error': {'code': 429, 'message': 'Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at http",,,,,,
DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement.txt,long,26789,,,,,"RateLimitError: Error code: 429 - [{'error': {'code': 429, 'message': 'Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at http",,,,,,
GRANTIERRAENERGYINC_05_07_2012-EX-10.6-TRANSPORTATION CONTRACT.txt,long,35339,,,,,"RateLimitError: Error code: 429 - [{'error': {'code': 429, 'message': 'Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at http",,,,,,
HarpoonTherapeuticsInc_20200312_10-K_EX-10.18_12051356_EX-10.18_Development Agreement.txt,long,38518,,,,,"RateLimitError: Error code: 429 - [{'error': {'code': 429, 'message': 'Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at http",,,,,,
PhasebioPharmaceuticalsInc_20200330_10-K_EX-10.21_12086810_EX-10.21_Development Agreement.txt,long,45650,,,,,"RateLimitError: Error code: 429 - [{'error': {'code': 429, 'message': 'Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at http",,,,,,
NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.txt,long,18608,True,,True,"{""parties"": [""Nice Systems Ltd. (NICE)"", ""Flextronics Israel Ltd. (CONTRACTOR)""], ""purpose"": ""This agreement establishes a turnkey manufacturing outsourcing arrangement where the Contractor will purchase components, assemble, test, and deliver NICE's digital recording products."", ""key_obligations"": [""Contractor must perform manufacturing outsourcing services, including purchasing components, assembling, testing, and delivering products to NICE's freight forwarder."", ""Contractor must maintain specific quality, safety, and security standards and provide a 13-month warranty for the products."", ""NICE must provide rolling forecasts and issue binding purchase orders for the products."", ""NICE must pay for the products, purchase certain excess or obsolete inventory (Permitted Components) from the Contractor, and supply necessary non-generic equipment and software.""], ""term"": ""Initial term of three (3) years commencing on January 21, 2002, automatically renewing for an indefinite period unless terminated."", ""risks"": [""NICE has a unilateral right to terminate for convenience at any time with 45 days' notice, whereas Contractor can only terminate for convenience during the Extended Term with 6 months' notice."", ""Contractor is subject to liquidated damages of up to 5% of the product price for delivery delays."", ""Mutual liability cap of $5,000,000 for indirect, special, incidental, or consequential damages, excluding IP indemnification obligations."", ""Contractor must indemnify NICE for IP infringement claims arising from the supplied components or manufacturing processes, while NICE indemnifies Contractor for claims arising from NICE's design or software."", ""NICE retains all rights to its IP and receives a perpetual, non-exclusive license to use Contractor's manufacturing methods."", ""The agreement is non-exclusive; NICE may perform the services itself or engage third parties.""]}",,26581,426,stop,18.84,0.05827,results/raw/20260825T124949__summary__gemini-3.1-pro__NICELTD_06_26_2003-EX-4.5-OUTSOURCING_AG.txt
DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement.txt,long,26789,True,,True,"{""parties"": [""Dova Pharmaceuticals, Inc. (Product Owner/Sponsor)"", ""Valeant Pharmaceuticals North America LLC (Co-Promoter)""], ""purpose"": ""This agreement establishes a co-promotion arrangement where Valeant is granted co-exclusive rights to detail and promote Dova's pharmaceutical product (DOPTELET) to specific medical specialists in the United States, in exchange for promotion fees based on net sales."", ""key_obligations"": [""Valeant must detail and promote the Product in the specified specialty and territory, maintaining a minimum of 100 sales representatives."", ""Valeant must structure its sales representatives' incentive compensation so that at least 50% is derived from achieving Product sales targets."", ""Valeant must keep accurate records of its detailing activities and provide quarterly detail, compensation, and compliance reports to Dova."", ""Dova must manufacture, supply, distribute, and book all sales of the Product."", ""Dova must pay Valeant quarterly promotion fees based on a percentage of Net Sales, plus a one-time milestone payment upon reaching a specific sales threshold."", ""Dova is responsible for all regulatory matters, pharmacovigilance, safety reporting, and the creation of approved promotional materials."", ""Both parties must participate in a Joint Steering Committee and comply with all applicable healthcare and promotional laws.""], ""term"": ""Four (4) years from the Effective Date (September 26, 2018), unless terminated earlier."", ""risks"": [""Non-competition: Both parties are restricted from promoting competing products in the Territory during the term (and potentially during a tail period for Valeant)."", ""Non-solicitation: Both parties are prohibited from soliciting each other's personnel involved in the agreement."", ""Termination rights: Includes unilateral termination for convenience (with notice), for material breach, bankruptcy, product withdrawal, or if Valeant fails to meet minimum sales force size or detail requirements."", ""Intellectual Property: Dova retains all ownership of Product IP, materials, and trademarks; Valeant must assign any Product-related inventions to Dova."", ""Indemnities: Mutual indemnification for breaches, negligence, and legal violations; Dova specifically indemnifies for IP infringement and product liability."", ""Limitation of Liability: Both parties disclaim consequential, incidental, punitive, and special damages, except for indemnification claims and confidentiality breaches."", ""Fee adjustments: Valeant's promotion fee percentages can be reduced if it fails to meet the minimum required details or sales force size.""]}",,37941,566,stop,21.6,0.08267,results/raw/20260825T125010__summary__gemini-3.1-pro__DovaPharmaceuticalsInc_20181108_10-Q_EX-.txt
GRANTIERRAENERGYINC_05_07_2012-EX-10.6-TRANSPORTATION CONTRACT.txt,long,35339,True,,True,"{""parties"": [""Solana Petroleum Exploration Colombia Limited (Sender)"", ""Ecopetrol S.A. (Shipper/Transporter)""], ""purpose"": ""The agreement is for the transportation of liquid hydrocarbons (crude oil) owned or produced by the Sender through the Trasandino and Mansoy\u00e1-Orito pipelines from Mansoy\u00e1 to Tumaco."", ""key_obligations"": [""Sender: Deliver crude oil meeting specific quality standards at the agreed entrance point."", ""Sender: Pay the agreed transportation fees and applicable shipment taxes."", ""Sender: Provide a performance bond or irrevocable stand-by letter of credit to guarantee obligations."", ""Sender: Receive the transported crude oil at the designated exit point."", ""Ecopetrol: Receive, custody, transport, and store the crude oil from the entrance point to the exit point."", ""Ecopetrol: Deliver the transported crude oil to the Sender or its designated receiver at the exit point.""], ""term"": ""From January 30, 2012 until July 29, 2012, with the possibility of extension by mutual written agreement."", ""risks"": [""Ecopetrol's liability for lost or damaged crude is capped at 75% of the crude's value, except in cases of gross negligence or willful misconduct."", ""Sender's claims for loss of profit are capped at 25% of the indemnification value owed by Ecopetrol."", ""Ecopetrol has unilateral termination rights without indemnity for specific events, including Sender's serious default, fraud, or regulatory changes making obligations more costly, requiring 30 days' notice."", ""Sender is subject to a penal pecuniary clause requiring payment of 10% of the final contract value for illegal omissions or deviations."", ""Sender must indemnify Ecopetrol against third-party claims regarding ownership or possession of the shipped crude."", ""Ecopetrol may suspend services without indemnification to the Sender if the Sender commits a serious default and fails to cure it within a granted grace period.""]}",,49811,470,stop,23.54,0.10526,results/raw/20260825T125034__summary__gemini-3.1-pro__GRANTIERRAENERGYINC_05_07_2012-EX-10.6-T.txt
HarpoonTherapeuticsInc_20200312_10-K_EX-10.18_12051356_EX-10.18_Development Agreement.txt,long,38518,True,,True,"{""parties"": [""Harpoon Therapeutics, Inc. (licensor/developer)"", ""AbbVie Biotechnology Ltd (licensee/optionee)""], ""purpose"": ""This agreement establishes a framework for Harpoon to conduct initial development of specific therapeutic compounds and grants AbbVie an exclusive option to acquire a worldwide license to further develop and commercialize the resulting products."", ""key_obligations"": [""Harpoon must perform initial development activities according to the agreed Initial Development Plan and provide AbbVie with comprehensive development reports."", ""Harpoon must grant AbbVie an exclusive, worldwide license to exploit the licensed products upon AbbVie's exercise of the license option."", ""AbbVie must pay a $30 million upfront fee, along with subsequent milestone payments and royalties on net sales if it exercises the license option."", ""AbbVie must use commercially reasonable efforts to develop and commercialize the licensed products in major markets after exercising its option.""], ""term"": ""Commences on November 20, 2019, and continues until the expiration of the last Royalty Term for the last Licensed Product, or expires earlier if AbbVie fails to exercise its license option within the specified period."", ""risks"": [""AbbVie holds a unilateral right to terminate the agreement in its entirety or on a country-by-country basis for any reason with 90 days' written notice."", ""Harpoon is subject to strict exclusivity and non-compete covenants preventing it from developing or commercializing competing products worldwide."", ""If Harpoon undergoes a change of control involving a competitor, AbbVie may disband the Joint Governance Committee and terminate certain confidentiality and information-sharing obligations."", ""Both parties exclude liability for indirect, special, punitive, or consequential damages, except in cases of fraud, gross negligence, or breaches of confidentiality and exclusivity."", ""The contract contains mutual indemnification obligations for third-party claims arising from negligence, willful misconduct, or material breaches."", ""Upon termination under certain conditions, intellectual property rights revert to Harpoon, and AbbVie may be required to grant Harpoon a royalty-bearing license to AbbVie's reversion IP.""]}",,55146,471,stop,22.74,0.11594,results/raw/20260825T125057__summary__gemini-3.1-pro__HarpoonTherapeuticsInc_20200312_10-K_EX-.txt
PhasebioPharmaceuticalsInc_20200330_10-K_EX-10.21_12086810_EX-10.21_Development Agreement.txt,long,45650,True,,True,"{""parties"": [""PhaseBio Pharmaceuticals Inc. (Product owner and clinical trial sponsor for US/EU)"", ""SFJ Pharmaceuticals X, Ltd. (Funder and clinical trial sponsor for Asia)""], ""purpose"": ""This agreement establishes a co-development partnership where SFJ provides up to $120 million in funding and operational support for clinical trials of PhaseBio's product, in exchange for milestone-based approval payments upon successful regulatory approvals."", ""key_obligations"": [""SFJ: Pay or incur up to $120 million in development costs for the clinical trials."", ""SFJ: Conduct clinical trials in Designated Asian Countries and provide operational support for trials in European Clinical Trial Countries."", ""PhaseBio: Conduct the Phase 3 clinical trial in the US and European Clinical Trial Countries."", ""PhaseBio: Manufacture and supply the product for all clinical trials."", ""PhaseBio: Pay SFJ specified Approval Payments upon achieving regulatory approvals in the US, EU, Japan, or China.""], ""term"": ""Commences on January 9, 2020 and expires upon the earlier of termination under Section 14.2 or the payment of the final Approval Payment due for all applicable Regulatory Approvals."", ""risks"": [""Security Interest: PhaseBio grants SFJ a security interest in all of its assets (subordinated to SVB) to secure its payment and performance obligations."", ""Program Transfer: SFJ can force a transfer of PhaseBio's product-related business to SFJ if PhaseBio defaults on payments, breaches its underlying AstraZeneca license, or fails to remedy a going concern condition."", ""Termination Rights: SFJ has unilateral termination rights for Material Adverse Events, PhaseBio's change of control, adverse patent impacts, or unresolved Joint Steering Committee disagreements."", ""At-Will Termination: PhaseBio may terminate the agreement at-will after SFJ has funded $60 million, subject to a 300% buyout payment of incurred costs."", ""Exclusivity: SFJ is subject to a non-compete restriction preventing it from developing or commercializing competing products during the Exclusive Period."", ""Indemnities: Both parties provide mutual indemnification for gross negligence, willful misconduct, material breaches, and specific clinical trial liabilities."", ""Limitation of Liability: Both parties waive indirect, incidental, consequential, special, reliance, and punitive damages."", ""IP and Data Transfers: SFJ initially owns the Trial Data Package but is obligated to sell and transfer it to PhaseBio upon regulatory approval or termination.""]}",,64298,565,stop,27.49,0.13538,results/raw/20260825T125124__summary__gemini-3.1-pro__PhasebioPharmaceuticalsInc_20200330_10-K.txt
